game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,overtime,div_game,roof,surface,temp,wind,stadium
2024_15_KC_CLE,2024,REG,15,2024-12-15,Sunday,13:00,KC,21,CLE,7,Home,-14,28,0,0,outdoors,grass,40,18,FirstEnergy Stadium
2024_15_MIA_HOU,2024,REG,15,2024-12-15,Sunday,13:00,MIA,12,HOU,20,Home,8,32,0,0,closed,astroturf,,,NRG Stadium
2024_15_NYJ_JAX,2024,REG,15,2024-12-15,Sunday,13:00,NYJ,32,JAX,25,Home,-7,57,0,0,outdoors,grass,,,TIAA Bank Stadium
2024_15_WAS_NO,2024,REG,15,2024-12-15,Sunday,13:00,WAS,20,NO,19,Home,-1,39,0,0,dome,sportturf,,,Mercedes-Benz Superdome
2024_15_BAL_NYG,2024,REG,15,2024-12-15,Sunday,13:00,BAL,35,NYG,14,Home,-21,49,0,0,outdoors,fieldturf,36,6,MetLife Stadium
2024_15_CIN_TEN,2024,REG,15,2024-12-15,Sunday,13:00,CIN,37,TEN,27,Home,-10,64,0,0,outdoors,grass,52,12,Nissan Stadium
2024_15_NE_ARI,2024,REG,15,2024-12-15,Sunday,16:25,NE,17,ARI,30,Home,13,47,0,0,closed,grass,,,State Farm Stadium
2024_15_IND_DEN,2024,REG,15,2024-12-15,Sunday,16:25,IND,13,DEN,31,Home,18,44,0,0,outdoors,grass,55,15,Empower Field at Mile High
2024_15_BUF_DET,2024,REG,15,2024-12-15,Sunday,16:25,BUF,48,DET,42,Home,-6,90,0,0,dome,fieldturf,,,Ford Field
2024_15_TB_LAC,2024,REG,15,2024-12-15,Sunday,16:25,TB,40,LAC,17,Home,-23,57,0,0,dome,matrixturf,,,SoFi Stadium
2024_15_PIT_PHI,2024,REG,15,2024-12-15,Sunday,16:25,PIT,13,PHI,27,Home,14,40,0,0,outdoors,grass,37,5,Lincoln Financial Field
2024_15_GB_SEA,2024,REG,15,2024-12-15,Sunday,20:20,GB,30,SEA,13,Home,-17,43,0,0,outdoors,fieldturf,43,3,Lumen Field
2024_15_CHI_MIN,2024,REG,15,2024-12-16,Monday,20:00,CHI,12,MIN,30,Home,18,42,0,1,dome,sportturf,,,U.S. Bank Stadium
2024_15_ATL_LV,2024,REG,15,2024-12-16,Monday,20:30,ATL,15,LV,9,Home,-6,24,0,0,dome,grass,,,Allegiant Stadium
2024_16_DEN_LAC,2024,REG,16,2024-12-19,Thursday,20:15,DEN,27,LAC,34,Home,7,61,0,1,dome,matrixturf,,,SoFi Stadium
2024_16_HOU_KC,2024,REG,16,2024-12-21,Saturday,13:00,HOU,19,KC,27,Home,8,46,0,0,outdoors,grass,30,5,GEHA Field at Arrowhead Stadium
2024_16_PIT_BAL,2024,REG,16,2024-12-21,Saturday,16:30,PIT,17,BAL,34,Home,17,51,0,1,outdoors,grass,35,15,M&T Bank Stadium
2024_16_NYG_ATL,2024,REG,16,2024-12-22,Sunday,13:00,NYG,7,ATL,34,Home,27,41,0,0,closed,fieldturf,,,Mercedes-Benz Stadium
2024_16_ARI_CAR,2024,REG,16,2024-12-22,Sunday,13:00,ARI,30,CAR,36,Home,6,66,1,0,outdoors,grass,37,10,Bank of America Stadium
2024_16_DET_CHI,2024,REG,16,2024-12-22,Sunday,13:00,DET,34,CHI,17,Home,-17,51,0,1,outdoors,grass,29,7,Soldier Field
2024_16_CLE_CIN,2024,REG,16,2024-12-22,Sunday,13:00,CLE,6,CIN,24,Home,18,30,0,1,outdoors,fieldturf,33,6,Paycor Stadium
2024_16_TEN_IND,2024,REG,16,2024-12-22,Sunday,13:00,TEN,30,IND,38,Home,8,68,0,1,closed,fieldturf,,,Lucas Oil Stadium
2024_16_LA_NYJ,2024,REG,16,2024-12-22,Sunday,13:00,LA,19,NYJ,9,Home,-10,28,0,0,outdoors,fieldturf,23,8,MetLife Stadium
2024_16_PHI_WAS,2024,REG,16,2024-12-22,Sunday,13:00,PHI,33,WAS,36,Home,3,69,0,1,outdoors,grass,32,8,FedExField
2024_16_MIN_SEA,2024,REG,16,2024-12-22,Sunday,16:05,MIN,27,SEA,24,Home,-3,51,0,0,outdoors,fieldturf,48,5,Lumen Field
2024_16_NE_BUF,2024,REG,16,2024-12-22,Sunday,16:25,NE,21,BUF,24,Home,3,45,0,1,outdoors,a_turf,14,2,New Era Field
2024_16_JAX_LV,2024,REG,16,2024-12-22,Sunday,16:25,JAX,14,LV,19,Home,5,33,0,0,dome,grass,,,Allegiant Stadium
2024_16_SF_MIA,2024,REG,16,2024-12-22,Sunday,16:25,SF,17,MIA,29,Home,12,46,0,0,outdoors,grass,73,12,Hard Rock Stadium
2024_16_TB_DAL,2024,REG,16,2024-12-22,Sunday,20:20,TB,24,DAL,26,Home,2,50,0,0,closed,matrixturf,,,AT&T Stadium
2024_16_NO_GB,2024,REG,16,2024-12-23,Monday,20:15,NO,0,GB,34,Home,34,34,0,0,outdoors,grass,34,12,Lambeau Field
2024_17_KC_PIT,2024,REG,17,2024-12-25,Wednesday,13:00,KC,29,PIT,10,Home,-19,39,0,0,outdoors,grass,39,2,Acrisure Stadium
2024_17_BAL_HOU,2024,REG,17,2024-12-25,Wednesday,16:30,BAL,31,HOU,2,Home,-29,33,0,0,closed,astroturf,,,NRG Stadium
2024_17_SEA_CHI,2024,REG,17,2024-12-26,Thursday,20:15,SEA,6,CHI,3,Home,-3,9,0,0,outdoors,grass,47,5,Soldier Field
2024_17_LAC_NE,2024,REG,17,2024-12-28,Saturday,13:00,LAC,40,NE,7,Home,-33,47,0,0,outdoors,fieldturf,40,4,Gillette Stadium
2024_17_DEN_CIN,2024,REG,17,2024-12-28,Saturday,16:30,DEN,24,CIN,30,Home,6,54,1,0,outdoors,fieldturf,60,8,Paycor Stadium
2024_17_ARI_LA,2024,REG,17,2024-12-28,Saturday,20:15,ARI,9,LA,13,Home,4,22,0,1,dome,matrixturf,,,SoFi Stadium
2024_17_NYJ_BUF,2024,REG,17,2024-12-29,Sunday,13:00,NYJ,14,BUF,40,Home,26,54,0,1,outdoors,a_turf,54,15,New Era Field
2024_17_TEN_JAX,2024,REG,17,2024-12-29,Sunday,13:00,TEN,13,JAX,20,Home,7,33,0,1,outdoors,grass,72,16,TIAA Bank Stadium
2024_17_LV_NO,2024,REG,17,2024-12-29,Sunday,13:00,LV,25,NO,10,Home,-15,35,0,0,dome,sportturf,,,Mercedes-Benz Superdome
2024_17_IND_NYG,2024,REG,17,2024-12-29,Sunday,13:00,IND,33,NYG,45,Home,12,78,0,0,outdoors,fieldturf,54,0,MetLife Stadium
2024_17_DAL_PHI,2024,REG,17,2024-12-29,Sunday,13:00,DAL,7,PHI,41,Home,34,48,0,1,outdoors,grass,62,10,Lincoln Financial Field
2024_17_CAR_TB,2024,REG,17,2024-12-29,Sunday,13:00,CAR,14,TB,48,Home,34,62,0,1,outdoors,grass,76,8,Raymond James Stadium
2024_17_MIA_CLE,2024,REG,17,2024-12-29,Sunday,16:05,MIA,20,CLE,3,Home,-17,23,0,0,outdoors,grass,54,15,FirstEnergy Stadium
2024_17_GB_MIN,2024,REG,17,2024-12-29,Sunday,16:25,GB,25,MIN,27,Home,2,52,0,1,dome,sportturf,,,U.S. Bank Stadium
2024_17_ATL_WAS,2024,REG,17,2024-12-29,Sunday,20:20,ATL,24,WAS,30,Home,6,54,1,0,outdoors,grass,58,10,FedExField
2024_17_DET_SF,2024,REG,17,2024-12-30,Monday,20:15,DET,40,SF,34,Home,-6,74,0,0,outdoors,grass,,,Levi's Stadium
2024_18_CLE_BAL,2024,REG,18,2025-01-04,Saturday,16:30,CLE,10,BAL,35,Home,25,45,0,1,outdoors,grass,31,16,M&T Bank Stadium
2024_18_CIN_PIT,2024,REG,18,2025-01-04,Saturday,20:00,CIN,19,PIT,17,Home,-2,36,0,1,outdoors,grass,19,10,Acrisure Stadium
2024_18_CAR_ATL,2024,REG,18,2025-01-05,Sunday,13:00,CAR,44,ATL,38,Home,-6,82,1,1,closed,fieldturf,,,Mercedes-Benz Stadium
2024_18_WAS_DAL,2024,REG,18,2025-01-05,Sunday,13:00,WAS,23,DAL,19,Home,-4,42,0,1,closed,matrixturf,,,AT&T Stadium
2024_18_CHI_GB,2024,REG,18,2025-01-05,Sunday,13:00,CHI,24,GB,22,Home,-2,46,0,1,outdoors,grass,16,13,Lambeau Field
2024_18_JAX_IND,2024,REG,18,2025-01-05,Sunday,13:00,JAX,23,IND,26,Home,3,49,1,1,closed,fieldturf,,,Lucas Oil Stadium
2024_18_BUF_NE,2024,REG,18,2025-01-05,Sunday,13:00,BUF,16,NE,23,Home,7,39,0,1,outdoors,fieldturf,33,14,Gillette Stadium
2024_18_NYG_PHI,2024,REG,18,2025-01-05,Sunday,13:00,NYG,13,PHI,20,Home,7,33,0,1,outdoors,grass,31,19,Lincoln Financial Field
2024_18_NO_TB,2024,REG,18,2025-01-05,Sunday,13:00,NO,19,TB,27,Home,8,46,0,1,outdoors,grass,68,6,Raymond James Stadium
2024_18_HOU_TEN,2024,REG,18,2025-01-05,Sunday,13:00,HOU,23,TEN,14,Home,-9,37,0,1,outdoors,grass,35,10,Nissan Stadium
2024_18_SF_ARI,2024,REG,18,2025-01-05,Sunday,16:25,SF,24,ARI,47,Home,23,71,0,1,closed,grass,,,State Farm Stadium
2024_18_KC_DEN,2024,REG,18,2025-01-05,Sunday,16:25,KC,0,DEN,38,Home,38,38,0,1,outdoors,grass,28,5,Empower Field at Mile High
2024_18_SEA_LA,2024,REG,18,2025-01-05,Sunday,16:25,SEA,30,LA,25,Home,-5,55,0,1,dome,matrixturf,,,SoFi Stadium
2024_18_LAC_LV,2024,REG,18,2025-01-05,Sunday,16:25,LAC,34,LV,20,Home,-14,54,0,1,dome,grass,,,Allegiant Stadium
2024_18_MIA_NYJ,2024,REG,18,2025-01-05,Sunday,16:25,MIA,20,NYJ,32,Home,12,52,0,1,outdoors,fieldturf,34,10,MetLife Stadium
2024_18_MIN_DET,2024,REG,18,2025-01-05,Sunday,20:20,MIN,9,DET,31,Home,22,40,0,1,dome,fieldturf,,,Ford Field
2024_19_LAC_HOU,2024,WC,19,2025-01-11,Saturday,16:30,LAC,12,HOU,32,Home,20,44,0,0,closed,astroturf,,,NRG Stadium
2024_19_PIT_BAL,2024,WC,19,2025-01-11,Saturday,20:00,PIT,14,BAL,28,Home,14,42,0,1,outdoors,grass,32,12,M&T Bank Stadium
2024_19_DEN_BUF,2024,WC,19,2025-01-12,Sunday,13:00,DEN,7,BUF,31,Home,24,38,0,0,outdoors,a_turf,32,10,New Era Field
2024_19_GB_PHI,2024,WC,19,2025-01-12,Sunday,16:30,GB,10,PHI,22,Home,12,32,0,0,outdoors,grass,40,6,Lincoln Financial Field
2024_19_WAS_TB,2024,WC,19,2025-01-12,Sunday,20:00,WAS,23,TB,20,Home,-3,43,0,0,outdoors,grass,58,2,Raymond James Stadium
2024_19_MIN_LA,2024,WC,19,2025-01-13,Monday,20:00,MIN,9,LA,27,Neutral,18,36,0,0,closed,grass,,,State Farm Stadium
2024_20_HOU_KC,2024,DIV,20,2025-01-18,Saturday,16:30,HOU,14,KC,23,Home,9,37,0,0,outdoors,grass,23,17,GEHA Field at Arrowhead Stadium
2024_20_WAS_DET,2024,DIV,20,2025-01-18,Saturday,20:00,WAS,45,DET,31,Home,-14,76,0,0,dome,fieldturf,,,Ford Field
2024_20_LA_PHI,2024,DIV,20,2025-01-19,Sunday,15:00,LA,22,PHI,28,Home,6,50,0,0,outdoors,grass,34,8,Lincoln Financial Field
2024_20_BAL_BUF,2024,DIV,20,2025-01-19,Sunday,18:30,BAL,25,BUF,27,Home,2,52,0,0,outdoors,a_turf,19,4,New Era Field
2024_21_WAS_PHI,2024,CON,21,2025-01-26,Sunday,15:00,WAS,23,PHI,55,Home,32,78,0,1,outdoors,grass,40,11,Lincoln Financial Field
2024_21_BUF_KC,2024,CON,21,2025-01-26,Sunday,18:30,BUF,29,KC,32,Home,3,61,0,0,outdoors,grass,31,8,GEHA Field at Arrowhead Stadium
2024_22_KC_PHI,2024,SB,22,2025-02-09,Sunday,18:30,KC,22,PHI,40,Neutral,18,62,0,0,dome,sportturf,,,Mercedes-Benz Superdome
